Marque,Modèle,Année,Kilométrage,Energie,Puissance fiscale,Puissance (ch.din),Cylindrée,Boite vitesse,Catégorie,Prix
bmw,série1,2010,208000,diesel,9,177,1995,Manuelle,Occasion,50000
fiat,grandepunto,2012,150000,essence,5,0,1200,Manuelle,Occasion,24000
mercedesbenz,classee,2018,95000,essence,9,156,1598,Automatique,Occasion,155000
hyundai,grandi10,2022,34000,essence,5,0,1198,Manuelle,Occasion,49000
ford,rangerraptor,2022,100000,diesel,7,0,2000,Automatique,Occasion,228000
chevrolet,equinox1.5turbobvaawd,2024,0,essence,10,172,1451,Automatique,Neuf,148968
renault,clio,2018,114000,essence,5,0,1200,Manuelle,Occasion,37500
kia,picanto,2021,85000,essence,5,84,1200,Automatique,Occasion,49000
bmw,serie4grancoupe420ibusinessline,2024,0,essence,10,184,1998,Automatique,Neuf,281500
mini,5portes,2016,78000,essence,6,0,1200,Manuelle,Occasion,57000
fiat,panda,2022,3400,essence,4,0,1249,Manuelle,Occasion,49500
mercedesbenz,classec,2022,80000,essence,9,170,1599,Automatique,Occasion,215000
seat,ateca,2020,85000,essence,8,150,1400,Automatique,Occasion,99000
ssangyong,musso2.2ldiesel4wdbva,2024,0,diesel,7,181,2157,Automatique,Neuf,158645
volkswagen,golf7,2019,95000,essence,6,110,1197,Automatique,Occasion,61500
mahindra,xuv3001.2lw8,2024,0,essence,6,110,1197,Manuelle,Neuf,63065
skoda,octavia,2015,180000,essence,7,0,1400,Automatique,Occasion,41000
mercedesbenz,gla,2021,105000,essence,9,163,1400,Automatique,Occasion,168000
audi,a5sportback,2021,34502,essence,8,0,1999,Automatique,Occasion,210000
chery,tiggo2,2020,100000,essence,6,106,1497,Manuelle,Occasion,40000
bmw,série3,2016,92000,essence,10,184,1998,Manuelle,Occasion,92000
ford,focus,2017,119000,essence,7,0,999,Automatique,Occasion,42000
volkswagen,golf7,2013,182000,essence,5,105,1200,Manuelle,Occasion,48000
opel,combo1.6ldiesel24confortl1h1650kg,2024,0,diesel,5,92,1560,Manuelle,Neuf,67490
kia,ev6gtline125kwstandardrange58kwh2wd,2024,0,electrique,9,170,0,Automatique,Neuf,199980
mercedesbenz,classeecoupé,2012,201000,essence,11,184,1796,Automatique,Occasion,68000
dacia,dokkervan,2018,364000,diesel,6,75,1332,Manuelle,Occasion,21500
toyota,yarissedan,2018,90000,essence,6,100,1400,Manuelle,Occasion,55000
bmw,série5,2008,356000,essence,9,0,1995,Automatique,Occasion,42000
fiat,500x,2018,90000,essence,7,140,1500,Automatique,Occasion,58000
peugeot,301,2018,195000,essence,5,0,1198,Manuelle,Occasion,25500
ford,ranger,2019,223000,diesel,8,0,1900,Automatique,Occasion,155000
landrover,rangeroversport,2020,89000,hybride essence,19,300,2000,Automatique,Occasion,370000
suzuki,celerio,2022,45000,essence,4,0,999,Manuelle,Occasion,38900
chery,tiggo3,2018,75000,essence,8,0,1599,Manuelle,Occasion,47000
jeep,wranglerunlimited3.6lv6rubicon,2024,0,essence,19,284,3604,Automatique,Neuf,405000
chery,qqpopulaire,2021,12970,essence,4,69,998,Manuelle,Occasion,25000
mercedesbenz,classee,2017,132000,essence,9,0,1600,Automatique,Occasion,138000
renault,clio,1996,290000,essence,5,54,4000,Manuelle,Occasion,9000
ssangyong,korando,2021,160000,essence,7,150,1600,Automatique,Occasion,75000
volkswagen,golf7,2013,170000,essence,5,86,1197,Manuelle,Occasion,43000
bmw,série1,2020,40000,essence,7,0,1200,Automatique,Occasion,135000
kia,sorento,2012,210000,diesel,12,0,0,Automatique,Occasion,60000
mg,marvelr70kwhluxuryplus,2024,0,electrique,5,180,0,Automatique,Neuf,149950
volkswagen,golf8,2021,40000,essence,8,0,1499,Automatique,Occasion,145000
ds,5,2017,115000,essence,9,165,1598,Automatique,Occasion,48000
landrover,rangerover3.0lp400mhevse,2024,0,essence | hybride léger,24,400,2997,Automatique,Neuf,702500
renault,kadjar,2018,141000,essence,7,131,1197,Automatique,Occasion,69500
mercedesbenz,classea,2020,35000,hybride rechargeable essence,8,158,1500,Automatique,Occasion,135000
haval,h6,2019,32000,essence,9,143,1499,Automatique,Occasion,86000
mercedesbenz,classec,2024,11000,hybride essence,9,170,1999,Automatique,Occasion,248000
lada,niva,2018,34000,essence,7,0,1699,Manuelle,Occasion,48500
peugeot,2008,2016,172000,essence,5,0,899,Manuelle,Occasion,41500
mercedesbenz,classea,2019,137000,essence,7,0,1298,Automatique,Occasion,85900
mercedesbenz,cla,2020,93000,diesel,6,0,1500,Automatique,Occasion,148000
mercedesbenz,classec,2015,114123,essence,8,156,1595,Manuelle,Occasion,85000
mercedesbenz,classec,2019,120000,hybride essence,10,184,1497,Automatique,Occasion,152000
volvo,s902.0lplusbright,2024,0,essence | hybride léger,15,250,1969,Automatique,Neuf,273900
bmw,série4grancoupé,2020,210000,essence,7,0,1499,Automatique,Occasion,103000
renault,clio,2016,167000,essence,5,0,899,Manuelle,Occasion,38000
mercedesbenz,classec,2015,146000,essence,8,156,1595,Automatique,Occasion,135000
hyundai,tucsonhybride,2020,120000,hybride diesel,7,0,5555,Automatique,Occasion,105000
nissan,qashqai1.3ltekna,2024,0,essence,8,150,1332,Automatique,Neuf,144500
volkswagen,troc,2020,44000,essence,6,116,1000,Manuelle,Occasion,98000
mercedesbenz,classec,2019,80000,diesel,9,160,0,Automatique,Occasion,148000
nissan,juke,2024,5000,essence,6,117,999,Automatique,Occasion,95000
mitsubishi,asx,2021,55000,essence,9,0,0,Automatique,Occasion,122757
bmw,ix1,2020,104000,hybride rechargeable essence,6,125,1499,Automatique,Occasion,114000
volkswagen,virtus1.0lhighline,2024,0,essence,7,116,999,Automatique,Neuf,79980
hyundai,santafe,2016,113000,essence,11,0,2400,Automatique,Occasion,140000
greatwall,m4,2021,36000,essence,6,0,1000,Manuelle,Occasion,46000
volkswagen,passat,2019,100000,essence,8,150,1498,Manuelle,Occasion,85000
mg,gs,2017,115000,essence,9,170,0,Automatique,Occasion,62000
audi,q3sportback,2020,15000,essence,8,0,1400,Automatique,Occasion,162000
mercedesbenz,glccoupé,2020,68000,hybride essence,12,197,1999,Automatique,Occasion,258000
volkswagen,polo,2022,54000,essence,4,80,999,Manuelle,Occasion,63800
mercedesbenz,glccoupé,2024,0,hybride rechargeable essence,11,204,2000,Automatique,Occasion,440000
audi,a3berline,2016,122000,essence,6,110,1200,Automatique,Occasion,65000
chery,tiggo8,2022,44000,essence,9,0,1498,Automatique,Occasion,79000
mercedesbenz,ml,2010,250000,diesel,15,0,3200,Automatique,Occasion,79000
kia,picanto,2019,133000,essence,4,0,906,Manuelle,Occasion,39000
bmw,série3,2017,152000,essence,7,0,1800,Automatique,Occasion,77000
bmw,série3,2013,260000,essence,7,136,1600,Automatique,Occasion,60000
mercedesbenz,cla,2021,25000,hybride essence,8,0,1399,Automatique,Occasion,170000
seat,ibiza1.0ltsibvafr,2024,0,essence,6,115,999,Automatique,Neuf,87980
cupra,leon1.4tsisport,2024,0,essence,8,150,1395,Automatique,Neuf,141980
suzuki,dzire,2021,155000,essence,5,85,1197,Manuelle,Occasion,36000
hyundai,tucson,2023,11500,essence,10,150,1600,Automatique,Occasion,142000
peugeot,3008,2020,93000,essence,7,0,1199,Automatique,Occasion,69000
kia,rio5p,2021,41000,essence,5,84,1197,Manuelle,Occasion,63000
citroën,c3picasso,2011,202000,diesel,10,90,1600,Manuelle,Occasion,26000
volkswagen,polosedan,2021,95000,essence,5,85,1398,Manuelle,Occasion,50000
renault,master2.3l13m3,2024,0,diesel,8,125,2298,Manuelle,Neuf,89950
citroën,c3,2018,92000,essence,4,82,1200,Manuelle,Occasion,38000
ford,mondeo,2021,17000,essence,9,165,1500,Automatique,Occasion,115000
nissan,juke,2014,224654,diesel,5,110,1500,Manuelle,Occasion,51000
renault,clio,2021,47000,essence,5,0,898,Manuelle,Occasion,51000
ford,ecosport,2021,77000,essence,7,125,998,Automatique,Occasion,66000
haval,h6,2020,53000,essence,9,143,1998,Automatique,Occasion,85000
ssangyong,tivoli,2017,104000,essence,7,128,1597,Manuelle,Occasion,51000
mercedesbenz,classec,2009,195210,essence,9,0,1796,Automatique,Occasion,57000
mercedesbenz,200,2019,118000,essence,9,0,1300,Automatique,Occasion,126000
audi,a4,2016,143000,essence,7,0,1799,Automatique,Occasion,58000
hyundai,creta,2019,29000,essence,7,0,1591,Automatique,Occasion,88000
bmw,serie5520ipackm,2024,0,essence | hybride léger,11,208,1999,Automatique,Neuf,315900
peugeot,208,2020,60000,essence,4,0,1190,Manuelle,Occasion,35000
porsche,cayenne,2007,180000,essence,21,290,3600,Automatique,Occasion,48000
kia,picanto,2020,60000,essence,4,84,1136,Manuelle,Occasion,38500
bmw,x118isdrivepremiere,2024,0,essence,9,156,1499,Automatique,Neuf,188900
haval,h6,2017,100000,essence,9,143,1497,Automatique,Occasion,65000
hyundai,konaevbva,2024,0,electrique,11,136,0,Automatique,Neuf,123950
toyota,hiluxdoublecabine,2023,3000,diesel,9,0,2800,Automatique,Occasion,278000
haval,jolion,2021,25000,essence,9,143,1500,Automatique,Occasion,91500
hyundai,grandi10sedan,2015,133125,essence,5,87,1197,Manuelle,Occasion,36500
hyundai,grandi10,2021,35000,essence,5,83,999,Automatique,Occasion,47000
honda,hrv,2017,79000,essence,7,0,1498,Manuelle,Occasion,58000
mercedesbenz,glccoupé,2021,50000,hybride essence,12,258,2000,Automatique,Occasion,259000
mitsubishi,pajero,2016,200000,essence,15,203,3500,Automatique,Occasion,107000
mercedesbenz,classes,2022,3000,hybride essence,16,0,2999,Automatique,Occasion,660000
hyundai,veloster,2012,100000,essence,11,0,1000,Automatique,Occasion,49000
hyundai,grandi10populaire1.0l,2024,0,essence,4,65,0,,Neuf,34426
jeep,wrangler,1989,200000,essence,8,0,4200,Manuelle,Occasion,72000
ford,ranger,2010,340000,diesel,10,0,2499,Manuelle,Occasion,32000
byd,dolphinfwd,2024,0,electrique,5,95,0,Automatique,Neuf,94990
mercedesbenz,classeccoupé,2012,200000,essence,9,156,1599,Automatique,Occasion,63000
landrover,rangeroversport,2012,180000,diesel,16,0,3000,Automatique,Occasion,150000
mercedesbenz,classec,2010,286000,diesel,7,0,2000,Manuelle,Occasion,52000
bmw,série4grancoupé,2018,100000,essence,7,0,0,Automatique,Occasion,99000
bmw,x5,2007,295000,diesel,16,0,2998,Automatique,Occasion,65000
nissan,patrol,1992,166000,diesel,11,0,2800,Manuelle,Occasion,54000
kia,rio5p,2019,91000,essence,5,0,1248,Manuelle,Occasion,52000
bmw,x5hybride50exdrivepackm,2024,0,essence | hybride rechargeable,21,489,2998,Automatique,Neuf,581900
volkswagen,golf8,2020,70001,essence,6,110,1000,Manuelle,Occasion,87000
volkswagen,golf6,2012,180000,essence,5,0,1400,Manuelle,Occasion,46800
mercedesbenz,classeecoupé,2018,90000,essence,11,184,1991,Automatique,Occasion,164000
peugeot,landtrekdoublecabine,2022,34000,diesel,6,0,1898,Manuelle,Occasion,95000
ford,ranger,2014,191000,diesel,7,0,2189,Automatique,Occasion,68000
audi,a4,2011,233000,essence,7,0,1798,Manuelle,Occasion,46000
volkswagen,passat,2020,45000,essence,8,150,1400,Automatique,Occasion,110000
renault,clio,2022,40000,hybride essence,5,91,1598,Automatique,Occasion,76000
audi,a5cabriolet,2011,180000,essence,9,0,1000,Manuelle,Occasion,62000
audi,a3,2019,120000,essence,6,0,1200,Manuelle,Occasion,71000
porsche,macan,2022,21808,essence,17,265,2000,Automatique,Occasion,365000
audi,a5sportback,2021,102000,essence,8,150,1984,Automatique,Occasion,142000
renault,clio,2020,155000,essence,4,75,1199,Manuelle,Occasion,40000
ford,rangerraptor,2022,57000,diesel,7,0,1998,Automatique,Occasion,235000
mercedesbenz,gla,2016,65000,essence,8,0,1600,Automatique,Occasion,118000
mazda,cx9,2019,155000,essence,15,230,2498,Automatique,Occasion,104000
renault,meganesedan,2008,330000,essence,6,0,1000,Manuelle,Occasion,22500
mercedesbenz,classec,2018,143000,essence,9,156,1598,Automatique,Occasion,119000
peugeot,2008,2022,34000,essence,7,0,1399,Automatique,Occasion,97000
mercedesbenz,ml,2009,200000,diesel,23,306,3996,Automatique,Occasion,90000
suzuki,jimny5p1.5lgl4x4bva,2024,0,essence,6,102,1462,Automatique,Neuf,129900
volkswagen,golf8,2020,40000,hybride essence,8,150,1499,Automatique,Occasion,115000
mercedesbenz,classec,2016,170000,essence,8,156,1599,Automatique,Occasion,89000
mercedesbenz,cla,2020,138000,diesel,6,0,1499,Automatique,Occasion,145000
volkswagen,polo1.0llife,2024,0,essence,5,95,999,Manuelle,Neuf,93480
nissan,juke1.0ldigtdctteknaperso,2024,0,essence,6,117,999,Automatique,Neuf,95500
hyundai,elantra,2017,65000,essence,7,0,1593,Manuelle,Occasion,64500
audi,a4,2014,175000,essence,7,0,0,Manuelle,Occasion,50000
audi,a3berline,2023,40000,essence,8,0,1400,Automatique,Occasion,125000
audi,a3sportback35tfsiadvancedline,2024,0,essence,8,150,1395,Automatique,Neuf,145000
landrover,rangeroverevoque,2021,59000,diesel,8,0,1999,Automatique,Occasion,169000
haval,h9,2018,50000,essence,15,211,2000,Automatique,Occasion,115000
renault,clio1.0ltce100,2024,0,essence,6,100,999,Manuelle,Neuf,64950
kia,rio5p,2021,62300,essence,5,84,999,Manuelle,Occasion,64000
fiat,pandacitycross,2020,52000,essence,4,0,1200,Manuelle,Occasion,43500
mg,51.5lluxebva,2024,0,essence,7,120,1498,Automatique,Neuf,71950
ssangyong,tivoli1.5tilovit2024,2024,0,essence,8,163,1497,Automatique,Neuf,102575
mg,zs1.3ttrophybva,2024,0,essence,9,160,1349,Automatique,Neuf,95950
volkswagen,golf7,2014,153000,essence,5,0,1198,Manuelle,Occasion,48500
volkswagen,golf8,2022,36651,hybride essence,8,150,1500,Automatique,Occasion,138000
mercedesbenz,classee200business,2024,0,essence | hybride léger,12,204,1999,Automatique,Neuf,276000
hyundai,tucson,2024,0,hybride diesel,7,0,1600,Automatique,Occasion,212000
bmw,série4coupé,2021,10000,essence,10,0,2000,Automatique,Occasion,225000
skoda,rapid,2019,46000,essence,5,0,999,Manuelle,Occasion,55000
fiat,500,2011,170000,essence,4,0,1289,Manuelle,Occasion,26000
mini,countryman,2020,33000,hybride rechargeable essence,5,136,1500,Automatique,Occasion,139500
fiat,ducato,2012,211000,diesel,8,0,2198,Manuelle,Occasion,45000
ds,7crossback,2019,118000,essence,10,180,1600,Automatique,Occasion,114000
mercedesbenz,gla200amg2023,2024,0,essence,9,163,1332,Automatique,Neuf,221000
toyota,prado2.8lwxbvaadventure,2024,0,diesel,11,204,2755,Automatique,Neuf,398000
audi,a3sportback,2018,128000,essence,6,0,1198,Manuelle,Occasion,69000
bmw,série4grancoupé,2019,122000,essence,7,0,1499,Automatique,Occasion,118000
peugeot,3081.2lpuretech130cheat8allure,2024,0,essence,7,130,1199,Automatique,Neuf,105900
bmw,x5,2021,19000,hybride rechargeable essence,15,286,3000,Automatique,Occasion,455000
mercedesbenz,classec,2013,235000,essence,9,0,1600,Manuelle,Occasion,55500
audi,a4,2018,186000,essence,8,150,1398,Automatique,Occasion,74000
bako,beehorizons,2024,0,electrique,1,3,0,Automatique,Neuf,21508
hyundai,tucson,2020,82648,hybride diesel,7,0,1598,Automatique,Occasion,120000
renault,cliocampus,2007,199164,essence,5,0,1149,Manuelle,Occasion,28000
haval,h6,2022,13000,essence,8,150,1599,Automatique,Occasion,150580
audi,q4etron,2022,24500,electrique,9,170,899,Automatique,Occasion,169000
peugeot,3008,2019,112000,essence,9,165,1600,Automatique,Occasion,78000
skoda,fabia1.0lmpimontecarlo,2024,0,essence,4,80,999,Manuelle,Neuf,82480
peugeot,308gtline,2020,96300,diesel,5,0,1500,Manuelle,Occasion,64000
hyundai,staria9places2.2crdi9places,2024,0,diesel,11,177,2199,Manuelle,Neuf,190000
volkswagen,golf7,2019,29000,essence,6,0,1190,Manuelle,Occasion,76000
bmw,série1,2016,105000,essence,6,0,1598,Manuelle,Occasion,59000
bmw,x1,2015,107000,essence,7,136,1499,Automatique,Occasion,75000
renault,clioclassic,2007,245000,essence,5,75,1149,Manuelle,Occasion,23000
jeep,renegade,2015,100000,essence,8,140,1400,Manuelle,Occasion,58000
jaguar,fpace2.0t250rdynamics,2024,0,essence,16,250,1997,Automatique,Neuf,399000
landrover,discovery,2015,110000,essence,15,240,2000,Automatique,Occasion,125000
mercedesbenz,glccoupé,2024,1000,hybride essence,11,204,1989,Automatique,Occasion,380000
volkswagen,golf8,2020,75000,essence,7,0,1500,Manuelle,Occasion,122000
mercedesbenz,classea,2021,60000,essence,7,136,1300,Automatique,Occasion,115000
peugeot,308,2022,170000,diesel,7,130,999,Automatique,Occasion,85000
mercedesbenz,cla,2021,30000,essence,7,0,1599,Automatique,Occasion,169000
audi,q8,2021,16000,essence,23,0,3000,Automatique,Occasion,398000
skoda,kamiq1.0ltsidsgselection,2024,0,essence,6,116,999,Automatique,Neuf,104980
hyundai,i20,2022,54000,essence,5,84,1198,Manuelle,Occasion,64000
bmw,série5,2017,155000,essence,10,0,1600,Automatique,Occasion,124500
mercedesbenz,glccoupé,2023,26997,hybride essence,12,204,1999,Automatique,Occasion,365000
citroën,c5aircross,2023,26000,hybride rechargeable essence,10,181,1598,Automatique,Occasion,115000
peugeot,508,2019,111000,diesel,7,130,1300,Automatique,Occasion,95000
hyundai,i20,2022,76000,essence,5,84,1198,Manuelle,Occasion,53500
geely,gx3pro1.5lcvt,2024,0,essence,6,103,1498,Automatique,Neuf,68800
mercedesbenz,classec,2013,180000,essence,9,156,1600,Automatique,Occasion,66000
porsche,cayenne3.0lv6tiptronicsehybrid2024,2024,0,essence | hybride rechargeable,20,304,2995,Automatique,Neuf,600000
volkswagen,golf7,2017,235000,essence,5,110,1200,Manuelle,Occasion,62500
chery,tiggo3x,2021,33000,essence,6,102,1000,Automatique,Occasion,50000
mercedesbenz,classec,2022,35000,essence,9,170,1496,Automatique,Occasion,215000
mercedesbenz,gle,2022,71772,hybride rechargeable essence,12,211,1991,Automatique,Occasion,390000
bmw,série3,2017,155000,essence,7,0,1600,Automatique,Occasion,77000
volvo,s60,2013,139000,essence,9,150,1600,Automatique,Occasion,55000
renault,kadjar,2018,150000,essence,7,130,0,Automatique,Occasion,66000
porsche,cayenne,2010,206000,essence,21,0,3598,Automatique,Occasion,115000
mercedesbenz,classec,2014,157000,essence,8,156,1600,Automatique,Occasion,89000
kia,rio5p,2021,65000,essence,5,84,1197,Manuelle,Occasion,64000
mercedesbenz,glb,2022,50000,essence,9,163,1332,Automatique,Occasion,175000
hyundai,konahybride,2020,19500,hybride rechargeable essence,6,105,1598,Automatique,Occasion,97500
mercedesbenz,gla,2016,97000,essence,8,0,1598,Automatique,Occasion,92000
kia,rioberline,2018,126000,essence,5,0,1200,Manuelle,Occasion,38500
volkswagen,polo,2011,260000,essence,5,0,1198,Automatique,Occasion,27000
ford,kuga,2019,93000,essence,8,0,1498,Manuelle,Occasion,71500
lada,4x4,2018,24387,essence,7,83,1700,Manuelle,Occasion,36000
porsche,911carrera2024,2024,0,essence,26,385,2981,Automatique,Neuf,845000
peugeot,208,2020,40000,essence,4,82,899,Manuelle,Occasion,36000
seat,toledo,2017,84000,essence,6,0,0,Automatique,Occasion,45000
landrover,rangeroverevoque,2016,160000,diesel,8,150,2000,Automatique,Occasion,110000
mercedesbenz,classee,2017,223000,essence,9,0,1598,Automatique,Occasion,119000
peugeot,207,2012,260000,essence,5,75,1200,Manuelle,Occasion,26500
mercedesbenz,classex,2020,68000,diesel,8,0,2000,Automatique,Occasion,205000
volkswagen,eos,2006,160000,essence,9,0,2009,Manuelle,Occasion,43000
mg,rx51.5lbva,2024,0,essence,10,180,1490,Automatique,Neuf,113950
volkswagen,golf8,2021,69000,essence,6,0,999,Manuelle,Occasion,87000
peugeot,308,2020,128000,essence,6,0,1200,Manuelle,Occasion,47000
dfsk,glory5001.5tcvt,2024,0,essence,7,115,1498,Automatique,Neuf,83900
jeep,renegade,2020,80000,essence,8,140,1398,Automatique,Occasion,80000
dfsk,k01hlargecabine1.1ldlx,2024,0,essence,6,50,1050,Manuelle,Neuf,37900
ford,fiesta,2013,129000,essence,5,82,1250,Manuelle,Occasion,34700
mercedesbenz,classec,2012,219000,diesel,16,265,2987,Automatique,Occasion,65000
volkswagen,golf7,2015,191000,essence,5,0,1198,Manuelle,Occasion,49000
citroën,c3,2011,115000,essence,5,60,1124,Manuelle,Occasion,27500
bmw,série5,2013,179000,essence,10,0,1999,Automatique,Occasion,79500
seat,leon,2021,5743,essence,8,150,1395,Automatique,Occasion,115975
volkswagen,tiguan,2022,45000,diesel,11,200,2000,Automatique,Occasion,185000
landrover,rangeroversport,2014,150000,essence,24,340,3000,Automatique,Occasion,160000
peugeot,partner,2020,87261,diesel,5,0,1999,Manuelle,Occasion,59000
chery,arrizo51.5lcvtluxury,2024,0,essence,7,115,1499,Automatique,Neuf,71490
haval,h6,2020,48000,essence,9,143,1499,Automatique,Occasion,89000
bmw,série5,1990,320000,diesel,7,115,2443,Manuelle,Occasion,14000
mercedesbenz,classee,2021,100000,hybride rechargeable diesel,11,0,2000,Automatique,Occasion,240000
fiat,fiorino,2022,13000,diesel,5,80,1300,Manuelle,Occasion,44500
peugeot,208,2019,56540,essence,4,68,1199,Manuelle,Occasion,31500
seat,leon,2013,207000,essence,6,0,1200,Manuelle,Occasion,40500
seat,leon,2017,150000,essence,6,0,1200,Manuelle,Occasion,45000
jaguar,xjl,2013,163000,essence,16,0,1999,Automatique,Occasion,120000
toyota,corolla1.6lcvtbvaactive,2024,0,essence,7,124,1598,Automatique,Neuf,108900
jaguar,fpace,2018,84000,diesel,10,0,7000,Automatique,Occasion,180000
mercedesbenz,classec,2017,113000,essence,8,0,1598,Automatique,Occasion,135000
kia,picanto,2024,0,essence,5,84,1200,Automatique,Occasion,61000
porsche,cayenne,2007,184000,essence,21,0,3598,Automatique,Occasion,85000
